analysis_timestamp,threshold_setting,output_id,comparison_label,variant_name,variant_type,eval_file,eval_folder,source_file,input_json,reference_file,context_file,plan_file,island_name,method,error_family,error_class,error_subclass,severity,metric_name,metric_value,threshold_type,threshold_value,evidence,suggested_fix
2026-05-11T16:13:35,main,agent2 model deepseek v3.2 | agent2 model deepseek v3.2 |  | D:\Users\cheng\Documents\GitHub\LLM_MA_Agent_Project\00_evaluation\result\output\agent2 model deepseek v3.2\result_method3_Brecqhou_20260508_004446.json | Brecqhou | method3 | 0,agent2 model deepseek v3.2,agent2 model deepseek v3.2,method3_ablation,full_evaluation_agent2_model_deepseek_v3.2_20260510_182222.csv,agent2_model_deepseek_v3.2,D:\Users\cheng\Documents\GitHub\LLM_MA_Agent_Project\00_evaluation\result\output\agent2 model deepseek v3.2\result_method3_Brecqhou_20260508_004446.json,,D:\Users\cheng\Documents\GitHub\LLM_MA_Agent_Project\00_evaluation\references\Brecqhou.txt,D:\Users\cheng\Documents\GitHub\LLM_MA_Agent_Project\00_evaluation\result\data\Brecqhou_rag_context.json,D:\Users\cheng\Documents\GitHub\LLM_MA_Agent_Project\00_evaluation\result\output\agent2 model deepseek v3.2\agent2\Brecqhou_plan.json,Brecqhou,method3,Content quality,Content substitution,Low concept accuracy,high,concept_accuracy_score,2,rubric,< 3.0,concept_accuracy_score = 2,Reduce unsupported or incorrect claims and improve grounding.
2026-05-11T16:13:35,main,agent2 model deepseek v3.2 | agent2 model deepseek v3.2 |  | D:\Users\cheng\Documents\GitHub\LLM_MA_Agent_Project\00_evaluation\result\output\agent2 model deepseek v3.2\result_method3_Brecqhou_20260508_004446.json | Brecqhou | method3 | 0,agent2 model deepseek v3.2,agent2 model deepseek v3.2,method3_ablation,full_evaluation_agent2_model_deepseek_v3.2_20260510_182222.csv,agent2_model_deepseek_v3.2,D:\Users\cheng\Documents\GitHub\LLM_MA_Agent_Project\00_evaluation\result\output\agent2 model deepseek v3.2\result_method3_Brecqhou_20260508_004446.json,,D:\Users\cheng\Documents\GitHub\LLM_MA_Agent_Project\00_evaluation\references\Brecqhou.txt,D:\Users\cheng\Documents\GitHub\LLM_MA_Agent_Project\00_evaluation\result\data\Brecqhou_rag_context.json,D:\Users\cheng\Documents\GitHub\LLM_MA_Agent_Project\00_evaluation\result\output\agent2 model deepseek v3.2\agent2\Brecqhou_plan.json,Brecqhou,method3,Citation and verifiability,Citation support failure,Low citation link precision,medium,citation_link_precision,0.0851,distribution_or_metric_specific_floor,high_percentile <= 0; medium_percentile <= 0; absolute_high_floor < 0.05; absolute_medium_floor < 0.1,citation_link_precision = 0.0851,Improve source selection so citation links point to supporting evidence.
2026-05-11T16:13:35,main,agent2 model deepseek v3.2 | agent2 model deepseek v3.2 |  | D:\Users\cheng\Documents\GitHub\LLM_MA_Agent_Project\00_evaluation\result\output\agent2 model deepseek v3.2\result_method3_Hashima_Island_20260508_005906.json | Hashima Island | method3 | 1,agent2 model deepseek v3.2,agent2 model deepseek v3.2,method3_ablation,full_evaluation_agent2_model_deepseek_v3.2_20260510_182222.csv,agent2_model_deepseek_v3.2,D:\Users\cheng\Documents\GitHub\LLM_MA_Agent_Project\00_evaluation\result\output\agent2 model deepseek v3.2\result_method3_Hashima_Island_20260508_005906.json,,D:\Users\cheng\Documents\GitHub\LLM_MA_Agent_Project\00_evaluation\references\Hashima.txt,D:\Users\cheng\Documents\GitHub\LLM_MA_Agent_Project\00_evaluation\result\data\Hashima_Island_rag_context.json,D:\Users\cheng\Documents\GitHub\LLM_MA_Agent_Project\00_evaluation\result\output\agent2 model deepseek v3.2\agent2\Hashima Island_plan.json,Hashima Island,method3,Content quality,Content omission,Low ROUGE-L,medium,rouge_l,14.2405,distribution,high_percentile <= 11.5118; medium_percentile <= 14.507,rouge_l = 14.2405,Improve lexical and structural overlap with important reference content.
2026-05-11T16:13:35,main,agent2 model deepseek v3.2 | agent2 model deepseek v3.2 |  | D:\Users\cheng\Documents\GitHub\LLM_MA_Agent_Project\00_evaluation\result\output\agent2 model deepseek v3.2\result_method3_Hashima_Island_20260508_005906.json | Hashima Island | method3 | 1,agent2 model deepseek v3.2,agent2 model deepseek v3.2,method3_ablation,full_evaluation_agent2_model_deepseek_v3.2_20260510_182222.csv,agent2_model_deepseek_v3.2,D:\Users\cheng\Documents\GitHub\LLM_MA_Agent_Project\00_evaluation\result\output\agent2 model deepseek v3.2\result_method3_Hashima_Island_20260508_005906.json,,D:\Users\cheng\Documents\GitHub\LLM_MA_Agent_Project\00_evaluation\references\Hashima.txt,D:\Users\cheng\Documents\GitHub\LLM_MA_Agent_Project\00_evaluation\result\data\Hashima_Island_rag_context.json,D:\Users\cheng\Documents\GitHub\LLM_MA_Agent_Project\00_evaluation\result\output\agent2 model deepseek v3.2\agent2\Hashima Island_plan.json,Hashima Island,method3,Citation and verifiability,Citation coverage failure,Low citation recall,high,citation_recall,0,distribution_or_metric_specific_floor,high_percentile <= 0; medium_percentile <= 0; absolute_high_floor < 0.1; absolute_medium_floor < 0.2,citation_recall = 0,Increase support coverage for factual claims.
2026-05-11T16:13:35,main,agent2 model deepseek v3.2 | agent2 model deepseek v3.2 |  | D:\Users\cheng\Documents\GitHub\LLM_MA_Agent_Project\00_evaluation\result\output\agent2 model deepseek v3.2\result_method3_Hashima_Island_20260508_005906.json | Hashima Island | method3 | 1,agent2 model deepseek v3.2,agent2 model deepseek v3.2,method3_ablation,full_evaluation_agent2_model_deepseek_v3.2_20260510_182222.csv,agent2_model_deepseek_v3.2,D:\Users\cheng\Documents\GitHub\LLM_MA_Agent_Project\00_evaluation\result\output\agent2 model deepseek v3.2\result_method3_Hashima_Island_20260508_005906.json,,D:\Users\cheng\Documents\GitHub\LLM_MA_Agent_Project\00_evaluation\references\Hashima.txt,D:\Users\cheng\Documents\GitHub\LLM_MA_Agent_Project\00_evaluation\result\data\Hashima_Island_rag_context.json,D:\Users\cheng\Documents\GitHub\LLM_MA_Agent_Project\00_evaluation\result\output\agent2 model deepseek v3.2\agent2\Hashima Island_plan.json,Hashima Island,method3,Citation and verifiability,Citation support failure,Low citation precision,high,citation_precision,0,distribution_or_metric_specific_floor,high_percentile <= 0; medium_percentile <= 0; absolute_high_floor < 0.1; absolute_medium_floor < 0.25,citation_precision = 0,Ensure cited sentences are actually supported by their cited evidence.
2026-05-11T16:13:35,main,agent2 model deepseek v3.2 | agent2 model deepseek v3.2 |  | D:\Users\cheng\Documents\GitHub\LLM_MA_Agent_Project\00_evaluation\result\output\agent2 model deepseek v3.2\result_method3_Hashima_Island_20260508_005906.json | Hashima Island | method3 | 1,agent2 model deepseek v3.2,agent2 model deepseek v3.2,method3_ablation,full_evaluation_agent2_model_deepseek_v3.2_20260510_182222.csv,agent2_model_deepseek_v3.2,D:\Users\cheng\Documents\GitHub\LLM_MA_Agent_Project\00_evaluation\result\output\agent2 model deepseek v3.2\result_method3_Hashima_Island_20260508_005906.json,,D:\Users\cheng\Documents\GitHub\LLM_MA_Agent_Project\00_evaluation\references\Hashima.txt,D:\Users\cheng\Documents\GitHub\LLM_MA_Agent_Project\00_evaluation\result\data\Hashima_Island_rag_context.json,D:\Users\cheng\Documents\GitHub\LLM_MA_Agent_Project\00_evaluation\result\output\agent2 model deepseek v3.2\agent2\Hashima Island_plan.json,Hashima Island,method3,Citation and verifiability,Citation support failure,Low citation link precision,high,citation_link_precision,0,distribution_or_metric_specific_floor,high_percentile <= 0; medium_percentile <= 0; absolute_high_floor < 0.05; absolute_medium_floor < 0.1,citation_link_precision = 0,Improve source selection so citation links point to supporting evidence.
2026-05-11T16:13:35,main,agent2 model deepseek v3.2 | agent2 model deepseek v3.2 |  | D:\Users\cheng\Documents\GitHub\LLM_MA_Agent_Project\00_evaluation\result\output\agent2 model deepseek v3.2\result_method3_Hashima_Island_20260508_005906.json | Hashima Island | method3 | 1,agent2 model deepseek v3.2,agent2 model deepseek v3.2,method3_ablation,full_evaluation_agent2_model_deepseek_v3.2_20260510_182222.csv,agent2_model_deepseek_v3.2,D:\Users\cheng\Documents\GitHub\LLM_MA_Agent_Project\00_evaluation\result\output\agent2 model deepseek v3.2\result_method3_Hashima_Island_20260508_005906.json,,D:\Users\cheng\Documents\GitHub\LLM_MA_Agent_Project\00_evaluation\references\Hashima.txt,D:\Users\cheng\Documents\GitHub\LLM_MA_Agent_Project\00_evaluation\result\data\Hashima_Island_rag_context.json,D:\Users\cheng\Documents\GitHub\LLM_MA_Agent_Project\00_evaluation\result\output\agent2 model deepseek v3.2\agent2\Hashima Island_plan.json,Hashima Island,method3,Planning and graph,Graph coherence failure,Low CSCS,medium,cscs,0.4507,distribution_or_metric_specific_floor,high_percentile <= 0.39206; medium_percentile <= 0.4554; absolute_high_floor < 0.4; absolute_medium_floor < 0.5,cscs = 0.4507,Improve support for dependency-linked facts across planned sections.
2026-05-11T16:13:35,main,agent2 model deepseek v3.2 | agent2 model deepseek v3.2 |  | D:\Users\cheng\Documents\GitHub\LLM_MA_Agent_Project\00_evaluation\result\output\agent2 model deepseek v3.2\result_method3_Howland_Island_20260508_010313.json | Howland Island | method3 | 2,agent2 model deepseek v3.2,agent2 model deepseek v3.2,method3_ablation,full_evaluation_agent2_model_deepseek_v3.2_20260510_182222.csv,agent2_model_deepseek_v3.2,D:\Users\cheng\Documents\GitHub\LLM_MA_Agent_Project\00_evaluation\result\output\agent2 model deepseek v3.2\result_method3_Howland_Island_20260508_010313.json,,D:\Users\cheng\Documents\GitHub\LLM_MA_Agent_Project\00_evaluation\references\Howland.txt,D:\Users\cheng\Documents\GitHub\LLM_MA_Agent_Project\00_evaluation\result\data\Howland_Island_rag_context.json,D:\Users\cheng\Documents\GitHub\LLM_MA_Agent_Project\00_evaluation\result\output\agent2 model deepseek v3.2\agent2\Howland Island_plan.json,Howland Island,method3,Content quality,Content substitution,Low concept accuracy,medium,concept_accuracy_score,3,rubric,< 3.5,concept_accuracy_score = 3,Reduce unsupported or incorrect claims and improve grounding.
2026-05-11T16:13:35,main,agent2 model deepseek v3.2 | agent2 model deepseek v3.2 |  | D:\Users\cheng\Documents\GitHub\LLM_MA_Agent_Project\00_evaluation\result\output\agent2 model deepseek v3.2\result_method3_Howland_Island_20260508_010313.json | Howland Island | method3 | 2,agent2 model deepseek v3.2,agent2 model deepseek v3.2,method3_ablation,full_evaluation_agent2_model_deepseek_v3.2_20260510_182222.csv,agent2_model_deepseek_v3.2,D:\Users\cheng\Documents\GitHub\LLM_MA_Agent_Project\00_evaluation\result\output\agent2 model deepseek v3.2\result_method3_Howland_Island_20260508_010313.json,,D:\Users\cheng\Documents\GitHub\LLM_MA_Agent_Project\00_evaluation\references\Howland.txt,D:\Users\cheng\Documents\GitHub\LLM_MA_Agent_Project\00_evaluation\result\data\Howland_Island_rag_context.json,D:\Users\cheng\Documents\GitHub\LLM_MA_Agent_Project\00_evaluation\result\output\agent2 model deepseek v3.2\agent2\Howland Island_plan.json,Howland Island,method3,Citation and verifiability,Citation coverage failure,Low citation recall,medium,citation_recall,0.1176,distribution_or_metric_specific_floor,high_percentile <= 0; medium_percentile <= 0; absolute_high_floor < 0.1; absolute_medium_floor < 0.2,citation_recall = 0.1176,Increase support coverage for factual claims.
2026-05-11T16:13:35,main,agent2 model deepseek v3.2 | agent2 model deepseek v3.2 |  | D:\Users\cheng\Documents\GitHub\LLM_MA_Agent_Project\00_evaluation\result\output\agent2 model deepseek v3.2\result_method3_Howland_Island_20260508_010313.json | Howland Island | method3 | 2,agent2 model deepseek v3.2,agent2 model deepseek v3.2,method3_ablation,full_evaluation_agent2_model_deepseek_v3.2_20260510_182222.csv,agent2_model_deepseek_v3.2,D:\Users\cheng\Documents\GitHub\LLM_MA_Agent_Project\00_evaluation\result\output\agent2 model deepseek v3.2\result_method3_Howland_Island_20260508_010313.json,,D:\Users\cheng\Documents\GitHub\LLM_MA_Agent_Project\00_evaluation\references\Howland.txt,D:\Users\cheng\Documents\GitHub\LLM_MA_Agent_Project\00_evaluation\result\data\Howland_Island_rag_context.json,D:\Users\cheng\Documents\GitHub\LLM_MA_Agent_Project\00_evaluation\result\output\agent2 model deepseek v3.2\agent2\Howland Island_plan.json,Howland Island,method3,Citation and verifiability,Citation support failure,Low citation precision,medium,citation_precision,0.125,distribution_or_metric_specific_floor,high_percentile <= 0; medium_percentile <= 0; absolute_high_floor < 0.1; absolute_medium_floor < 0.25,citation_precision = 0.125,Ensure cited sentences are actually supported by their cited evidence.
2026-05-11T16:13:35,main,agent2 model deepseek v3.2 | agent2 model deepseek v3.2 |  | D:\Users\cheng\Documents\GitHub\LLM_MA_Agent_Project\00_evaluation\result\output\agent2 model deepseek v3.2\result_method3_Howland_Island_20260508_010313.json | Howland Island | method3 | 2,agent2 model deepseek v3.2,agent2 model deepseek v3.2,method3_ablation,full_evaluation_agent2_model_deepseek_v3.2_20260510_182222.csv,agent2_model_deepseek_v3.2,D:\Users\cheng\Documents\GitHub\LLM_MA_Agent_Project\00_evaluation\result\output\agent2 model deepseek v3.2\result_method3_Howland_Island_20260508_010313.json,,D:\Users\cheng\Documents\GitHub\LLM_MA_Agent_Project\00_evaluation\references\Howland.txt,D:\Users\cheng\Documents\GitHub\LLM_MA_Agent_Project\00_evaluation\result\data\Howland_Island_rag_context.json,D:\Users\cheng\Documents\GitHub\LLM_MA_Agent_Project\00_evaluation\result\output\agent2 model deepseek v3.2\agent2\Howland Island_plan.json,Howland Island,method3,Citation and verifiability,Citation support failure,Low citation link precision,medium,citation_link_precision,0.0678,distribution_or_metric_specific_floor,high_percentile <= 0; medium_percentile <= 0; absolute_high_floor < 0.05; absolute_medium_floor < 0.1,citation_link_precision = 0.0678,Improve source selection so citation links point to supporting evidence.
