timestamp,source_file,variant_name,variant_type,variant_dir,variant_input_dir,variant_plan_dir,variant_output_csv,input_json,reference_file,context_file,plan_file,island_name,method,uses_retrieval_context,uses_agent2_plan,context_artifact_role,agent2_plan_artifact_role,writing_status,fluency_score,structure_score,organization_score,writing_score,writing_rationale,writing_error,informativeness_status,rouge_l,meteor,informativeness_error,concept_status,concept_coverage_score,concept_accuracy_score,concept_relevance_score,concept_organization_score,concept_score,missing_key_concepts,inaccurate_or_unsupported_concepts,concept_rationale,concept_error,verifiability_status,citation_recall,citation_precision,citation_link_precision,citation_rate,num_sentences,num_cited_sentences,num_citation_links,num_supported_citation_links,verifiability_error,cscs_status,cscs,cscs_edges,cscs_checked_edges,cscs_checked_facts,cscs_error,diagnostics_error,generated_section_count,generated_empty_section_count,generated_error_section_count,generated_sentence_count,citation_marker_count,valid_citation_marker_count,invalid_citation_marker_count,sections_with_invalid_citations,citation_index_validity,context_status,context_section_count,context_total_chunks,context_empty_chunk_section_count,context_empty_chunk_sections,context_chunk_coverage,context_avg_chunks_per_section,plan_status,plan_node_count,plan_edge_count,plan_graph_density,plan_avg_dependencies,plan_max_dependencies,plan_source_node_count,plan_source_nodes,plan_missing_summary_count,plan_missing_summaries,plan_order_violation_count,plan_output_alignment_status,planned_section_coverage,matched_planned_sections,missing_planned_sections,extra_generated_sections
2026-05-10T20:10:47,D:\Users\cheng\Documents\GitHub\LLM_MA_Agent_Project\00_evaluation\result\output\agent3 model gemini 3.1 pro preview\result_method3_Brecqhou_20260508_171944.json,agent3 model gemini 3.1 pro preview,method3_ablation,D:\Users\cheng\Documents\GitHub\LLM_MA_Agent_Project\00_evaluation\result\output\agent3 model gemini 3.1 pro preview,D:\Users\cheng\Documents\GitHub\LLM_MA_Agent_Project\00_evaluation\result\output\agent3 model gemini 3.1 pro preview,D:\Users\cheng\Documents\GitHub\LLM_MA_Agent_Project\00_evaluation\result\output\agent3 model gemini 3.1 pro preview\agent2plan,D:\Users\cheng\Documents\GitHub\LLM_MA_Agent_Project\00_evaluation\evaluations\agent3_model_gemini_3.1_pro_preview\full_evaluation_agent3_model_gemini_3.1_pro_preview_20260510_182222.csv,,D:\Users\cheng\Documents\GitHub\LLM_MA_Agent_Project\00_evaluation\references\Brecqhou.txt,D:\Users\cheng\Documents\GitHub\LLM_MA_Agent_Project\00_evaluation\result\data\Brecqhou_rag_context.json,D:\Users\cheng\Documents\GitHub\LLM_MA_Agent_Project\00_evaluation\result\output\agent3 model gemini 3.1 pro preview\agent2plan\Brecqhou_plan.json,Brecqhou,method3,true,true,used_by_generation,used_by_generation,success,3.0,3.0,2.0,2.67,"The prose is generally readable, but incomplete passages, an awkward notes section, no lead, uneven section order, and some repetition weaken the article’s Wikipedia-style flow.",,success,18.6944,29.5213,,success,3.0,3.0,4.0,3.0,3.25,,,,,success,0.2857,0.2857,0.1698,1.0,7,7,53,9,,success,0.5166,13,13,13,,,7,0,0,7,53,49,4,3,0.9245,success,7,46,0,,1.0,6.5714,success,7,13,0.619,1.8571,5,2,Name; Public visits,0,,0,success,1.0,Name; Geography; Fort Brecqhou; Flag and stamps; Public visits; Notes and references; Feudal relationship with Sark,,
2026-05-10T20:14:36,D:\Users\cheng\Documents\GitHub\LLM_MA_Agent_Project\00_evaluation\result\output\agent3 model gemini 3.1 pro preview\result_method3_Hashima_Island_20260508_172448.json,agent3 model gemini 3.1 pro preview,method3_ablation,D:\Users\cheng\Documents\GitHub\LLM_MA_Agent_Project\00_evaluation\result\output\agent3 model gemini 3.1 pro preview,D:\Users\cheng\Documents\GitHub\LLM_MA_Agent_Project\00_evaluation\result\output\agent3 model gemini 3.1 pro preview,D:\Users\cheng\Documents\GitHub\LLM_MA_Agent_Project\00_evaluation\result\output\agent3 model gemini 3.1 pro preview\agent2plan,D:\Users\cheng\Documents\GitHub\LLM_MA_Agent_Project\00_evaluation\evaluations\agent3_model_gemini_3.1_pro_preview\full_evaluation_agent3_model_gemini_3.1_pro_preview_20260510_182222.csv,,D:\Users\cheng\Documents\GitHub\LLM_MA_Agent_Project\00_evaluation\references\Hashima.txt,D:\Users\cheng\Documents\GitHub\LLM_MA_Agent_Project\00_evaluation\result\data\Hashima_Island_rag_context.json,D:\Users\cheng\Documents\GitHub\LLM_MA_Agent_Project\00_evaluation\result\output\agent3 model gemini 3.1 pro preview\agent2plan\Hashima Island_plan.json,Hashima Island,method3,true,true,used_by_generation,used_by_generation,success,4.0,3.0,3.0,3.33,"The prose is clear and readable, but the article lacks a lead and has uneven, overlapping sections with repeated discussion of UNESCO controversy and popular culture.",,success,16.6516,22.4886,,success,4.0,3.0,4.0,4.0,3.75,,,,,success,0.0,0.0,0.0,1.0,6,6,86,0,,success,0.4884,14,14,14,,,6,0,0,6,86,77,9,4,0.8953,success,6,49,0,,1.0,8.1667,success,6,14,0.9333,2.3333,5,1,Etymology,0,,0,success,1.0,Etymology; History; Access; Current status; World Heritage Site approval controversy; In popular culture,,
2026-05-10T20:16:26,D:\Users\cheng\Documents\GitHub\LLM_MA_Agent_Project\00_evaluation\result\output\agent3 model gemini 3.1 pro preview\result_method3_Howland_Island_20260508_173027.json,agent3 model gemini 3.1 pro preview,method3_ablation,D:\Users\cheng\Documents\GitHub\LLM_MA_Agent_Project\00_evaluation\result\output\agent3 model gemini 3.1 pro preview,D:\Users\cheng\Documents\GitHub\LLM_MA_Agent_Project\00_evaluation\result\output\agent3 model gemini 3.1 pro preview,D:\Users\cheng\Documents\GitHub\LLM_MA_Agent_Project\00_evaluation\result\output\agent3 model gemini 3.1 pro preview\agent2plan,D:\Users\cheng\Documents\GitHub\LLM_MA_Agent_Project\00_evaluation\evaluations\agent3_model_gemini_3.1_pro_preview\full_evaluation_agent3_model_gemini_3.1_pro_preview_20260510_182222.csv,,D:\Users\cheng\Documents\GitHub\LLM_MA_Agent_Project\00_evaluation\references\Howland.txt,D:\Users\cheng\Documents\GitHub\LLM_MA_Agent_Project\00_evaluation\result\data\Howland_Island_rag_context.json,D:\Users\cheng\Documents\GitHub\LLM_MA_Agent_Project\00_evaluation\result\output\agent3 model gemini 3.1 pro preview\agent2plan\Howland Island_plan.json,Howland Island,method3,true,true,used_by_generation,used_by_generation,success,4.0,3.0,3.0,3.33,"The prose is generally clear and readable, but the article lacks a lead, has an uneven section outline, and presents topics in a somewhat illogical order.",,success,17.067,19.2624,,success,3.0,3.0,4.0,3.0,3.25,,,,,success,0.2778,0.2778,0.1266,1.0,18,18,79,10,,success,0.346,10,10,30,,,7,0,0,18,79,61,18,5,0.7722,success,7,29,1,Flora and fauna,0.8571,4.1429,success,7,10,0.4762,1.4286,3,3,Flora and fauna; Economics; Time zone,1,Flora and fauna,0,success,1.0,Flora and fauna; Economics; Time zone; History; National Wildlife Refuge; Earhart Light; Image gallery,,
2026-05-10T20:19:06,D:\Users\cheng\Documents\GitHub\LLM_MA_Agent_Project\00_evaluation\result\output\agent3 model gemini 3.1 pro preview\result_method3_Hunga_Tonga–Hunga_Ha_apai_20260508_173400.json,agent3 model gemini 3.1 pro preview,method3_ablation,D:\Users\cheng\Documents\GitHub\LLM_MA_Agent_Project\00_evaluation\result\output\agent3 model gemini 3.1 pro preview,D:\Users\cheng\Documents\GitHub\LLM_MA_Agent_Project\00_evaluation\result\output\agent3 model gemini 3.1 pro preview,D:\Users\cheng\Documents\GitHub\LLM_MA_Agent_Project\00_evaluation\result\output\agent3 model gemini 3.1 pro preview\agent2plan,D:\Users\cheng\Documents\GitHub\LLM_MA_Agent_Project\00_evaluation\evaluations\agent3_model_gemini_3.1_pro_preview\full_evaluation_agent3_model_gemini_3.1_pro_preview_20260510_182222.csv,,D:\Users\cheng\Documents\GitHub\LLM_MA_Agent_Project\00_evaluation\references\Hunga_Tonga_Hunga_Ha_apai.txt,D:\Users\cheng\Documents\GitHub\LLM_MA_Agent_Project\00_evaluation\result\data\Hunga_Tonga–Hunga_Ha_apai_rag_context.json,D:\Users\cheng\Documents\GitHub\LLM_MA_Agent_Project\00_evaluation\result\output\agent3 model gemini 3.1 pro preview\agent2plan\Hunga_Tonga–Hunga_Ha_apai_plan.json,Hunga Tonga–Hunga Haʻapai,method3,true,true,used_by_generation,used_by_generation,success,4.0,3.0,3.0,3.33,"The prose is mostly clear and readable, but the article lacks a lead, repeats location and eruption details across sections, uses a miscellaneous footnotes section for substantive content, and ends with an incomplete sentence.",,success,13.7437,15.6222,,success,3.0,3.0,4.0,3.0,3.25,,,,,success,0.0,0.0,0.0,0.8333,6,5,49,0,,success,0.6023,6,6,10,,,4,0,0,6,49,47,2,1,0.9592,success,4,27,0,,1.0,6.75,success,4,6,1.0,1.5,3,1,Volcano and caldera,0,,0,success,1.0,Volcano and caldera; Geography; Eruptions; Footnotes,,
2026-05-10T20:22:23,D:\Users\cheng\Documents\GitHub\LLM_MA_Agent_Project\00_evaluation\result\output\agent3 model gemini 3.1 pro preview\result_method3_Jarvis_Island_20260508_173808.json,agent3 model gemini 3.1 pro preview,method3_ablation,D:\Users\cheng\Documents\GitHub\LLM_MA_Agent_Project\00_evaluation\result\output\agent3 model gemini 3.1 pro preview,D:\Users\cheng\Documents\GitHub\LLM_MA_Agent_Project\00_evaluation\result\output\agent3 model gemini 3.1 pro preview,D:\Users\cheng\Documents\GitHub\LLM_MA_Agent_Project\00_evaluation\result\output\agent3 model gemini 3.1 pro preview\agent2plan,D:\Users\cheng\Documents\GitHub\LLM_MA_Agent_Project\00_evaluation\evaluations\agent3_model_gemini_3.1_pro_preview\full_evaluation_agent3_model_gemini_3.1_pro_preview_20260510_182222.csv,,D:\Users\cheng\Documents\GitHub\LLM_MA_Agent_Project\00_evaluation\references\Jarvis.txt,D:\Users\cheng\Documents\GitHub\LLM_MA_Agent_Project\00_evaluation\result\data\Jarvis_Island_rag_context.json,D:\Users\cheng\Documents\GitHub\LLM_MA_Agent_Project\00_evaluation\result\output\agent3 model gemini 3.1 pro preview\agent2plan\Jarvis Island_plan.json,Jarvis Island,method3,true,true,used_by_generation,used_by_generation,success,4.0,3.0,4.0,3.67,"The prose is clear and mostly natural, but the article lacks a lead section and has somewhat uneven section choices, with generally logical flow despite some overlap.",,success,21.5584,27.3516,,success,4.0,3.0,4.0,4.0,3.75,,,,,success,0.0714,0.0769,0.0411,0.9286,14,13,73,3,,success,0.4681,6,6,13,,,5,0,0,14,73,68,5,2,0.9315,success,5,42,0,,1.0,8.4,success,5,6,0.6,1.2,3,2,Geography and ecology; Transportation,0,,0,success,1.0,Geography and ecology; History; Transportation; Military; National Wildlife Refuge,,
2026-05-10T20:27:26,D:\Users\cheng\Documents\GitHub\LLM_MA_Agent_Project\00_evaluation\result\output\agent3 model gemini 3.1 pro preview\result_method3_Jethou_20260508_174120.json,agent3 model gemini 3.1 pro preview,method3_ablation,D:\Users\cheng\Documents\GitHub\LLM_MA_Agent_Project\00_evaluation\result\output\agent3 model gemini 3.1 pro preview,D:\Users\cheng\Documents\GitHub\LLM_MA_Agent_Project\00_evaluation\result\output\agent3 model gemini 3.1 pro preview,D:\Users\cheng\Documents\GitHub\LLM_MA_Agent_Project\00_evaluation\result\output\agent3 model gemini 3.1 pro preview\agent2plan,D:\Users\cheng\Documents\GitHub\LLM_MA_Agent_Project\00_evaluation\evaluations\agent3_model_gemini_3.1_pro_preview\full_evaluation_agent3_model_gemini_3.1_pro_preview_20260510_182222.csv,,D:\Users\cheng\Documents\GitHub\LLM_MA_Agent_Project\00_evaluation\references\Jethou.txt,D:\Users\cheng\Documents\GitHub\LLM_MA_Agent_Project\00_evaluation\result\data\Jethou_rag_context.json,D:\Users\cheng\Documents\GitHub\LLM_MA_Agent_Project\00_evaluation\result\output\agent3 model gemini 3.1 pro preview\agent2plan\Jethou_plan.json,Jethou,method3,true,true,used_by_generation,used_by_generation,success,4.0,3.0,4.0,3.67,"The prose is clear and mostly natural, but the article lacks a lead section and has an uneven section choice, particularly the misnamed popular culture section.",,success,16.7197,30.6949,,success,3.0,3.0,3.0,3.0,3.0,,,,,success,0.0,0.0,0.0,1.0,4,4,37,0,,success,0.5045,2,2,2,,,4,0,0,4,37,31,6,3,0.8378,success,4,20,0,,1.0,5.0,success,4,2,0.3333,0.5,2,3,History; Governance; Jethou in popular culture,0,,0,success,1.0,History; Governance; Wildlife; Jethou in popular culture,,
2026-05-10T20:28:49,D:\Users\cheng\Documents\GitHub\LLM_MA_Agent_Project\00_evaluation\result\output\agent3 model gemini 3.1 pro preview\result_method3_Kavachi_20260508_174348.json,agent3 model gemini 3.1 pro preview,method3_ablation,D:\Users\cheng\Documents\GitHub\LLM_MA_Agent_Project\00_evaluation\result\output\agent3 model gemini 3.1 pro preview,D:\Users\cheng\Documents\GitHub\LLM_MA_Agent_Project\00_evaluation\result\output\agent3 model gemini 3.1 pro preview,D:\Users\cheng\Documents\GitHub\LLM_MA_Agent_Project\00_evaluation\result\output\agent3 model gemini 3.1 pro preview\agent2plan,D:\Users\cheng\Documents\GitHub\LLM_MA_Agent_Project\00_evaluation\evaluations\agent3_model_gemini_3.1_pro_preview\full_evaluation_agent3_model_gemini_3.1_pro_preview_20260510_182222.csv,,D:\Users\cheng\Documents\GitHub\LLM_MA_Agent_Project\00_evaluation\references\Kavachi.txt,D:\Users\cheng\Documents\GitHub\LLM_MA_Agent_Project\00_evaluation\result\data\Kavachi_rag_context.json,D:\Users\cheng\Documents\GitHub\LLM_MA_Agent_Project\00_evaluation\result\output\agent3 model gemini 3.1 pro preview\agent2plan\Kavachi_plan.json,Kavachi,method3,true,true,used_by_generation,used_by_generation,success,4.0,3.0,4.0,3.67,"The prose is clear and mostly natural with appropriate topical sections, though the article lacks a lead and has some uneven section balance and minor repetition.",,success,17.2727,35.9358,,success,4.0,4.0,5.0,4.0,4.25,,,,,success,0.3333,0.3333,0.098,1.0,3,3,51,5,,success,0.5407,2,2,2,,,3,0,0,3,51,47,4,1,0.9216,success,3,24,0,,1.0,8.0,success,3,2,0.6667,0.6667,1,1,Geography,0,,0,success,1.0,Geography; Eruptions; Marine life,,
2026-05-10T20:30:38,D:\Users\cheng\Documents\GitHub\LLM_MA_Agent_Project\00_evaluation\result\output\agent3 model gemini 3.1 pro preview\result_method3_Nishinoshima_(Ogasawara)_20260508_174612.json,agent3 model gemini 3.1 pro preview,method3_ablation,D:\Users\cheng\Documents\GitHub\LLM_MA_Agent_Project\00_evaluation\result\output\agent3 model gemini 3.1 pro preview,D:\Users\cheng\Documents\GitHub\LLM_MA_Agent_Project\00_evaluation\result\output\agent3 model gemini 3.1 pro preview,D:\Users\cheng\Documents\GitHub\LLM_MA_Agent_Project\00_evaluation\result\output\agent3 model gemini 3.1 pro preview\agent2plan,D:\Users\cheng\Documents\GitHub\LLM_MA_Agent_Project\00_evaluation\evaluations\agent3_model_gemini_3.1_pro_preview\full_evaluation_agent3_model_gemini_3.1_pro_preview_20260510_182222.csv,,D:\Users\cheng\Documents\GitHub\LLM_MA_Agent_Project\00_evaluation\references\Nishinoshima_(Ogasawara).txt,D:\Users\cheng\Documents\GitHub\LLM_MA_Agent_Project\00_evaluation\result\data\Nishinoshima_(Ogasawara)_rag_context.json,D:\Users\cheng\Documents\GitHub\LLM_MA_Agent_Project\00_evaluation\result\output\agent3 model gemini 3.1 pro preview\agent2plan\Nishinoshima (Ogasawara)_plan.json,Nishinoshima (Ogasawara),method3,true,true,used_by_generation,used_by_generation,success,3.0,3.0,3.0,3.0,"The prose is mostly readable and appropriately encyclopedic, but the article has an abrupt unfinished sentence, limited section coverage, and somewhat uneven organization with an overloaded geology section.",,success,10.7203,9.572,,success,2.0,3.0,4.0,3.0,3.0,,,,,success,0.0,0.0,0.0,1.0,3,3,35,0,,success,0.5014,1,1,1,,,3,0,0,3,35,32,3,2,0.9143,success,3,18,0,,1.0,6.0,success,3,1,0.3333,0.3333,1,2,Etymology; Geology,0,,0,success,1.0,Etymology; Geology; Ecology,,
2026-05-10T20:32:45,D:\Users\cheng\Documents\GitHub\LLM_MA_Agent_Project\00_evaluation\result\output\agent3 model gemini 3.1 pro preview\result_method3_Surtsey_20260508_175948.json,agent3 model gemini 3.1 pro preview,method3_ablation,D:\Users\cheng\Documents\GitHub\LLM_MA_Agent_Project\00_evaluation\result\output\agent3 model gemini 3.1 pro preview,D:\Users\cheng\Documents\GitHub\LLM_MA_Agent_Project\00_evaluation\result\output\agent3 model gemini 3.1 pro preview,D:\Users\cheng\Documents\GitHub\LLM_MA_Agent_Project\00_evaluation\result\output\agent3 model gemini 3.1 pro preview\agent2plan,D:\Users\cheng\Documents\GitHub\LLM_MA_Agent_Project\00_evaluation\evaluations\agent3_model_gemini_3.1_pro_preview\full_evaluation_agent3_model_gemini_3.1_pro_preview_20260510_182222.csv,,D:\Users\cheng\Documents\GitHub\LLM_MA_Agent_Project\00_evaluation\references\Surtsey.txt,D:\Users\cheng\Documents\GitHub\LLM_MA_Agent_Project\00_evaluation\result\data\Surtsey_rag_context.json,D:\Users\cheng\Documents\GitHub\LLM_MA_Agent_Project\00_evaluation\result\output\agent3 model gemini 3.1 pro preview\agent2plan\Surtsey_plan.json,Surtsey,method3,true,true,used_by_generation,used_by_generation,success,4.0,3.0,3.0,3.33,"The prose is mostly clear and readable, but the article lacks a lead, uses some uneven section headings, and repeats ecological colonization material across sections.",,success,12.5031,13.5297,,success,3.0,4.0,4.0,3.0,3.5,,,,,success,0.0,0.0,0.0,1.0,4,4,56,0,,success,0.5336,6,6,6,,,4,0,0,4,56,55,1,1,0.9821,success,4,22,0,,1.0,5.5,success,4,6,1.0,1.5,3,1,Geology,0,,0,success,1.0,Geology; Recent development; Biology; Human impact,,
2026-05-10T20:35:07,D:\Users\cheng\Documents\GitHub\LLM_MA_Agent_Project\00_evaluation\result\output\agent3 model gemini 3.1 pro preview\result_method3_Tromelin_Island_20260508_180359.json,agent3 model gemini 3.1 pro preview,method3_ablation,D:\Users\cheng\Documents\GitHub\LLM_MA_Agent_Project\00_evaluation\result\output\agent3 model gemini 3.1 pro preview,D:\Users\cheng\Documents\GitHub\LLM_MA_Agent_Project\00_evaluation\result\output\agent3 model gemini 3.1 pro preview,D:\Users\cheng\Documents\GitHub\LLM_MA_Agent_Project\00_evaluation\result\output\agent3 model gemini 3.1 pro preview\agent2plan,D:\Users\cheng\Documents\GitHub\LLM_MA_Agent_Project\00_evaluation\evaluations\agent3_model_gemini_3.1_pro_preview\full_evaluation_agent3_model_gemini_3.1_pro_preview_20260510_182222.csv,,D:\Users\cheng\Documents\GitHub\LLM_MA_Agent_Project\00_evaluation\references\Tromelin.txt,D:\Users\cheng\Documents\GitHub\LLM_MA_Agent_Project\00_evaluation\result\data\Tromelin_Island_rag_context.json,D:\Users\cheng\Documents\GitHub\LLM_MA_Agent_Project\00_evaluation\result\output\agent3 model gemini 3.1 pro preview\agent2plan\Tromelin Island_plan.json,Tromelin Island,method3,true,true,used_by_generation,used_by_generation,success,4.0,3.0,3.0,3.33,"The prose is generally clear and readable, but the article lacks a lead and has some uneven sectioning and repetition between description, ecology, history, and climate.",,success,18.9119,19.5649,,success,4.0,3.0,5.0,4.0,4.0,,,,,success,0.1333,0.1429,0.0606,0.9333,15,14,66,4,,success,0.2764,3,3,11,,,5,0,0,15,66,59,7,3,0.8939,success,5,33,0,,1.0,6.6,success,5,3,0.3,0.6,2,3,Etymology; Description; Climate,0,,0,success,1.0,Etymology; Description; Fauna and flora; History; Climate,,
